transaction_id,vendor_id,gross_revenue,platform_fee_percentage,variable_tax_percentage,platform_fee_amount,tax_amount,net_payout
TXN-10370,VND-31,597.19,7.5,15.0,44.79,89.58,462.82
TXN-10371,VND-35,1135.98,7.5,20.0,85.2,227.2,823.58
TXN-10372,VND-33,2348.53,5.0,15.0,117.43,352.28,1878.82
TXN-10373,VND-21,2194.59,2.5,10.0,54.86,219.46,1920.27
TXN-10374,VND-32,4008.47,2.5,20.0,100.21,801.69,3106.57
TXN-10375,VND-23,3710.4,7.5,20.0,278.28,742.08,2690.04
TXN-10376,VND-33,2160.28,2.5,10.0,54.01,216.03,1890.24
TXN-10377,VND-03,1701.84,7.5,15.0,127.64,255.28,1318.92
TXN-10378,VND-18,1616.52,7.5,15.0,121.24,242.48,1252.8
TXN-10379,VND-25,3881.28,7.5,15.0,291.1,582.19,3007.99
TXN-10380,VND-42,307.76,7.5,15.0,23.08,46.16,238.52
TXN-10381,VND-31,113.47,5.0,15.0,5.67,17.02,90.78
TXN-10382,VND-03,3987.94,2.5,10.0,99.7,398.79,3489.45
TXN-10383,VND-40,2411.87,5.0,15.0,120.59,361.78,1929.5
TXN-10384,VND-46,697.86,5.0,10.0,34.89,69.79,593.18
TXN-10385,VND-24,1216.05,5.0,10.0,60.8,121.6,1033.65
TXN-10386,VND-50,4665.89,7.5,10.0,349.94,466.59,3849.36
TXN-10387,VND-32,4304.54,7.5,15.0,322.84,645.68,3336.02
TXN-10388,VND-47,3563.44,5.0,15.0,178.17,534.52,2850.75
TXN-10389,VND-22,2437.01,5.0,20.0,121.85,487.4,1827.76
TXN-10390,VND-23,2625.6,2.5,20.0,65.64,525.12,2034.84
TXN-10391,VND-02,4877.46,5.0,10.0,243.87,487.75,4145.84
TXN-10392,VND-27,4830.56,7.5,20.0,362.29,966.11,3502.16
TXN-10393,VND-42,1115.58,5.0,10.0,55.78,111.56,948.24
TXN-10394,VND-02,4064.97,2.5,20.0,101.62,812.99,3150.36
TXN-10395,VND-26,1026.35,2.5,15.0,25.66,153.95,846.74
TXN-10396,VND-17,1107.01,5.0,15.0,55.35,166.05,885.61
TXN-10397,VND-40,3396.66,2.5,10.0,84.92,339.67,2972.07
TXN-10398,VND-33,2054.76,2.5,10.0,51.37,205.48,1797.91
TXN-10399,VND-09,4661.14,7.5,15.0,349.59,699.17,3612.38
TXN-10400,VND-43,490.6,2.5,15.0,12.26,73.59,404.75
TXN-10401,VND-48,2582.05,2.5,15.0,64.55,387.31,2130.19
TXN-10402,VND-39,4596.68,5.0,20.0,229.83,919.34,3447.51
TXN-10403,VND-29,4525.36,7.5,20.0,339.4,905.07,3280.89
TXN-10404,VND-42,824.82,2.5,20.0,20.62,164.96,639.24
TXN-10405,VND-26,1864.86,5.0,20.0,93.24,372.97,1398.65
TXN-10406,VND-35,3114.65,5.0,10.0,155.73,311.46,2647.46
TXN-10407,VND-50,839.0,5.0,10.0,41.95,83.9,713.15
TXN-10408,VND-25,4841.71,5.0,20.0,242.09,968.34,3631.28
TXN-10409,VND-24,4578.01,5.0,10.0,228.9,457.8,3891.31
TXN-10410,VND-13,876.4,5.0,20.0,43.82,175.28,657.3
TXN-10411,VND-07,649.72,2.5,20.0,16.24,129.94,503.54
TXN-10412,VND-36,472.77,7.5,15.0,35.46,70.92,366.39
TXN-10413,VND-45,4551.75,7.5,20.0,341.38,910.35,3300.02
TXN-10414,VND-20,1008.44,5.0,10.0,50.42,100.84,857.18
TXN-10415,VND-01,2110.61,5.0,20.0,105.53,422.12,1582.96
TXN-10416,VND-08,2271.81,7.5,15.0,170.39,340.77,1760.65
TXN-10417,VND-46,3015.1,2.5,10.0,75.38,301.51,2638.21
TXN-10418,VND-16,405.09,5.0,15.0,20.25,60.76,324.08
TXN-10419,VND-14,1172.46,7.5,20.0,87.93,234.49,850.04
TXN-10420,VND-12,4660.88,7.5,20.0,349.57,932.18,3379.13
TXN-10421,VND-23,4546.63,5.0,20.0,227.33,909.33,3409.97
TXN-10422,VND-15,3917.39,7.5,20.0,293.8,783.48,2840.11
TXN-10423,VND-28,146.04,2.5,10.0,3.65,14.6,127.79
TXN-10424,VND-34,1668.68,7.5,20.0,125.15,333.74,1209.79
TXN-10425,VND-02,3158.4,5.0,15.0,157.92,473.76,2526.72
TXN-10426,VND-32,1412.19,5.0,10.0,70.61,141.22,1200.36
TXN-10427,VND-23,4552.45,7.5,10.0,341.43,455.24,3755.78
TXN-10428,VND-22,3187.75,7.5,10.0,239.08,318.77,2629.9
TXN-10429,VND-25,405.94,5.0,15.0,20.3,60.89,324.75
TXN-10430,VND-22,4549.58,2.5,15.0,113.74,682.44,3753.4
TXN-10431,VND-22,4790.94,7.5,15.0,359.32,718.64,3712.98
TXN-10432,VND-49,434.68,2.5,15.0,10.87,65.2,358.61
TXN-10433,VND-42,2685.18,2.5,20.0,67.13,537.04,2081.01
TXN-10434,VND-06,1551.65,5.0,20.0,77.58,310.33,1163.74
TXN-10435,VND-15,1994.55,5.0,15.0,99.73,299.18,1595.64
TXN-10436,VND-43,939.27,5.0,15.0,46.96,140.89,751.42
TXN-10437,VND-37,2911.46,2.5,20.0,72.79,582.29,2256.38
TXN-10438,VND-33,4792.0,5.0,20.0,239.6,958.4,3594.0
TXN-10439,VND-08,2540.21,5.0,15.0,127.01,381.03,2032.17
TXN-10440,VND-44,460.43,2.5,10.0,11.51,46.04,402.88
TXN-10441,VND-44,3119.01,2.5,10.0,77.98,311.9,2729.13
TXN-10442,VND-05,1734.1,2.5,15.0,43.35,260.12,1430.63
TXN-10443,VND-39,4286.83,2.5,10.0,107.17,428.68,3750.98
TXN-10444,VND-04,2201.66,7.5,20.0,165.12,440.33,1596.21
TXN-10445,VND-06,1004.56,5.0,10.0,50.23,100.46,853.87
TXN-10446,VND-45,995.97,7.5,15.0,74.7,149.4,771.87
TXN-10447,VND-32,3855.38,2.5,10.0,96.38,385.54,3373.46
TXN-10448,VND-30,1364.66,2.5,10.0,34.12,136.47,1194.07
TXN-10449,VND-47,3847.81,2.5,10.0,96.2,384.78,3366.83
TXN-10450,VND-35,1069.14,2.5,20.0,26.73,213.83,828.58
TXN-10451,VND-40,1642.35,2.5,20.0,41.06,328.47,1272.82
TXN-10452,VND-16,2354.16,5.0,20.0,117.71,470.83,1765.62
TXN-10453,VND-13,4718.82,7.5,15.0,353.91,707.82,3657.09
TXN-10454,VND-50,4662.07,7.5,10.0,349.66,466.21,3846.2
TXN-10455,VND-42,1074.02,5.0,20.0,53.7,214.8,805.52
TXN-10456,VND-30,1823.18,5.0,20.0,91.16,364.64,1367.38
TXN-10457,VND-19,789.53,5.0,10.0,39.48,78.95,671.1
TXN-10458,VND-17,2574.43,7.5,15.0,193.08,386.16,1995.19
TXN-10459,VND-19,2329.88,7.5,10.0,174.74,232.99,1922.15
TXN-10460,VND-28,4508.76,2.5,15.0,112.72,676.31,3719.73
TXN-10461,VND-26,4653.53,7.5,10.0,349.01,465.35,3839.17
TXN-10462,VND-37,1948.66,7.5,20.0,146.15,389.73,1412.78
TXN-10463,VND-26,2484.1,5.0,20.0,124.2,496.82,1863.08
TXN-10464,VND-23,4486.37,7.5,20.0,336.48,897.27,3252.62
TXN-10465,VND-09,4043.2,2.5,15.0,101.08,606.48,3335.64
TXN-10466,VND-12,68.1,7.5,10.0,5.11,6.81,56.18
TXN-10467,VND-01,1634.29,5.0,15.0,81.71,245.14,1307.44
TXN-10468,VND-01,2137.78,5.0,20.0,106.89,427.56,1603.33
TXN-10469,VND-47,1187.1,2.5,15.0,29.68,178.06,979.36
TXN-10470,VND-34,1037.88,2.5,15.0,25.95,155.68,856.25
TXN-10471,VND-32,237.03,7.5,15.0,17.78,35.55,183.7
TXN-10472,VND-48,3234.68,2.5,10.0,80.87,323.47,2830.34
TXN-10473,VND-25,1349.43,2.5,15.0,33.74,202.41,1113.28
TXN-10474,VND-40,309.12,5.0,15.0,15.46,46.37,247.29
TXN-10475,VND-45,1193.35,5.0,15.0,59.67,179.0,954.68
TXN-10476,VND-01,4019.47,7.5,20.0,301.46,803.89,2914.12
TXN-10477,VND-16,4264.87,7.5,20.0,319.87,852.97,3092.03
TXN-10478,VND-39,2441.18,7.5,10.0,183.09,244.12,2013.97
TXN-10479,VND-05,2109.55,7.5,20.0,158.22,421.91,1529.42
TXN-10480,VND-22,4890.38,5.0,10.0,244.52,489.04,4156.82
TXN-10481,VND-29,1042.8,7.5,20.0,78.21,208.56,756.03
TXN-10482,VND-03,1116.03,7.5,10.0,83.7,111.6,920.73
TXN-10483,VND-12,1494.74,2.5,10.0,37.37,149.47,1307.9
TXN-10484,VND-26,905.15,7.5,10.0,67.89,90.52,746.74
TXN-10485,VND-16,1927.86,2.5,20.0,48.2,385.57,1494.09
TXN-10486,VND-37,4558.63,5.0,15.0,227.93,683.79,3646.91
TXN-10487,VND-22,3095.97,7.5,20.0,232.2,619.19,2244.58
TXN-10488,VND-29,2089.14,2.5,15.0,52.23,313.37,1723.54
TXN-10489,VND-14,4675.33,7.5,20.0,350.65,935.07,3389.61
TXN-10490,VND-28,289.9,2.5,15.0,7.25,43.48,239.17
TXN-10491,VND-05,1090.87,7.5,20.0,81.82,218.17,790.88
TXN-10492,VND-47,2851.15,5.0,10.0,142.56,285.12,2423.47
TXN-10493,VND-49,3096.99,5.0,10.0,154.85,309.7,2632.44
TXN-10494,VND-30,245.81,2.5,10.0,6.15,24.58,215.08
TXN-10495,VND-46,2045.04,2.5,15.0,51.13,306.76,1687.15
TXN-10496,VND-05,3263.31,5.0,15.0,163.17,489.5,2610.64
TXN-10497,VND-12,3505.45,7.5,10.0,262.91,350.54,2892.0
TXN-10498,VND-16,3208.79,2.5,15.0,80.22,481.32,2647.25
TXN-10499,VND-26,1636.79,5.0,10.0,81.84,163.68,1391.27
TXN-10500,VND-26,512.92,2.5,20.0,12.82,102.58,397.52
TXN-10501,VND-48,2164.21,5.0,15.0,108.21,324.63,1731.37
TXN-10502,VND-21,687.33,5.0,15.0,34.37,103.1,549.86
TXN-10503,VND-39,4740.74,2.5,20.0,118.52,948.15,3674.07
TXN-10504,VND-36,2402.1,2.5,15.0,60.05,360.32,1981.73
TXN-10505,VND-33,1620.43,5.0,15.0,81.02,243.06,1296.35
TXN-10506,VND-30,3843.21,7.5,15.0,288.24,576.48,2978.49
TXN-10507,VND-37,2514.85,5.0,20.0,125.74,502.97,1886.14
TXN-10508,VND-23,1584.67,7.5,10.0,118.85,158.47,1307.35
TXN-10509,VND-10,4069.24,7.5,10.0,305.19,406.92,3357.13
TXN-10510,VND-05,4342.4,7.5,20.0,325.68,868.48,3148.24
TXN-10511,VND-36,3381.39,2.5,20.0,84.53,676.28,2620.58
TXN-10512,VND-34,282.47,5.0,20.0,14.12,56.49,211.86
TXN-10513,VND-31,2853.3,5.0,10.0,142.66,285.33,2425.31
TXN-10514,VND-10,3828.31,7.5,20.0,287.12,765.66,2775.53
TXN-10515,VND-19,725.69,7.5,10.0,54.43,72.57,598.69
TXN-10516,VND-32,1181.92,7.5,20.0,88.64,236.38,856.9
TXN-10517,VND-01,4418.35,5.0,15.0,220.92,662.75,3534.68
TXN-10518,VND-05,149.6,7.5,10.0,11.22,14.96,123.42
TXN-10519,VND-45,3776.0,5.0,10.0,188.8,377.6,3209.6
TXN-10520,VND-04,2395.18,5.0,20.0,119.76,479.04,1796.38
TXN-10521,VND-16,2261.52,2.5,15.0,56.54,339.23,1865.75
TXN-10522,VND-24,85.13,7.5,10.0,6.38,8.51,70.24
TXN-10523,VND-16,4106.02,7.5,20.0,307.95,821.2,2976.87
TXN-10524,VND-02,1831.13,7.5,15.0,137.33,274.67,1419.13
TXN-10525,VND-49,2726.79,2.5,10.0,68.17,272.68,2385.94
TXN-10526,VND-28,3402.64,7.5,20.0,255.2,680.53,2466.91
TXN-10527,VND-32,3528.02,5.0,15.0,176.4,529.2,2822.42
TXN-10528,VND-27,4782.1,7.5,10.0,358.66,478.21,3945.23
TXN-10529,VND-20,2680.13,5.0,10.0,134.01,268.01,2278.11
TXN-10530,VND-24,2028.61,5.0,15.0,101.43,304.29,1622.89
TXN-10531,VND-12,4770.83,5.0,20.0,238.54,954.17,3578.12
TXN-10532,VND-50,3228.45,5.0,20.0,161.42,645.69,2421.34
TXN-10533,VND-35,1525.84,7.5,15.0,114.44,228.88,1182.52
TXN-10534,VND-33,676.0,2.5,10.0,16.9,67.6,591.5
TXN-10535,VND-33,4220.64,2.5,15.0,105.52,633.1,3482.02
TXN-10536,VND-43,1842.8,5.0,15.0,92.14,276.42,1474.24
TXN-10537,VND-37,3319.33,7.5,15.0,248.95,497.9,2572.48
TXN-10538,VND-12,2380.54,2.5,10.0,59.51,238.05,2082.98
TXN-10539,VND-03,1034.7,7.5,15.0,77.6,155.21,801.89
TXN-10540,VND-01,3028.35,2.5,15.0,75.71,454.25,2498.39
TXN-10541,VND-33,350.38,5.0,10.0,17.52,35.04,297.82
TXN-10542,VND-40,2096.05,5.0,10.0,104.8,209.6,1781.65
TXN-10543,VND-10,2755.74,5.0,15.0,137.79,413.36,2204.59
TXN-10544,VND-43,2208.43,2.5,20.0,55.21,441.69,1711.53
TXN-10545,VND-44,3755.93,7.5,15.0,281.69,563.39,2910.85
TXN-10546,VND-29,4148.23,5.0,10.0,207.41,414.82,3526.0
TXN-10547,VND-13,3867.65,7.5,10.0,290.07,386.76,3190.82
TXN-10548,VND-12,242.12,7.5,10.0,18.16,24.21,199.75
TXN-10549,VND-31,1010.94,5.0,20.0,50.55,202.19,758.2
TXN-10550,VND-46,2706.21,2.5,10.0,67.66,270.62,2367.93
TXN-10551,VND-02,4677.37,5.0,20.0,233.87,935.47,3508.03
TXN-10552,VND-50,4183.04,5.0,10.0,209.15,418.3,3555.59
TXN-10553,VND-35,4220.55,2.5,10.0,105.51,422.06,3692.98
TXN-10554,VND-23,1550.88,7.5,15.0,116.32,232.63,1201.93
TXN-10555,VND-17,2175.77,2.5,20.0,54.39,435.15,1686.23
TXN-10556,VND-26,2379.99,2.5,15.0,59.5,357.0,1963.49
TXN-10557,VND-08,828.99,5.0,20.0,41.45,165.8,621.74
TXN-10558,VND-29,203.79,2.5,10.0,5.09,20.38,178.32
TXN-10559,VND-26,4737.17,2.5,10.0,118.43,473.72,4145.02
TXN-10560,VND-10,1241.53,2.5,20.0,31.04,248.31,962.18
TXN-10561,VND-26,1237.75,7.5,15.0,92.83,185.66,959.26
TXN-10562,VND-34,462.73,7.5,20.0,34.7,92.55,335.48
TXN-10563,VND-41,4646.11,5.0,20.0,232.31,929.22,3484.58
TXN-10564,VND-07,2919.7,5.0,20.0,145.99,583.94,2189.77
TXN-10565,VND-04,3351.83,7.5,10.0,251.39,335.18,2765.26
TXN-10566,VND-50,4562.31,2.5,20.0,114.06,912.46,3535.79
TXN-10567,VND-45,1760.82,5.0,10.0,88.04,176.08,1496.7
TXN-10568,VND-11,3126.46,5.0,15.0,156.32,468.97,2501.17
TXN-10569,VND-29,242.06,2.5,10.0,6.05,24.21,211.8
TXN-10570,VND-36,974.52,2.5,15.0,24.36,146.18,803.98
TXN-10571,VND-25,4164.67,2.5,15.0,104.12,624.7,3435.85
TXN-10572,VND-21,3845.5,2.5,15.0,96.14,576.83,3172.53
TXN-10573,VND-36,1785.68,2.5,10.0,44.64,178.57,1562.47
TXN-10574,VND-10,1915.21,7.5,20.0,143.64,383.04,1388.53
TXN-10575,VND-37,2691.09,2.5,10.0,67.28,269.11,2354.7
TXN-10576,VND-09,51.19,5.0,15.0,2.56,7.68,40.95
TXN-10577,VND-24,1244.16,7.5,20.0,93.31,248.83,902.02
TXN-10578,VND-35,1080.75,5.0,10.0,54.04,108.08,918.63
TXN-10579,VND-49,1289.89,2.5,15.0,32.25,193.48,1064.16
TXN-10580,VND-35,4039.23,5.0,15.0,201.96,605.88,3231.39
TXN-10581,VND-48,1434.39,2.5,20.0,35.86,286.88,1111.65
TXN-10582,VND-36,998.03,5.0,10.0,49.9,99.8,848.33
TXN-10583,VND-18,2546.1,5.0,20.0,127.3,509.22,1909.58
TXN-10584,VND-49,4334.94,2.5,20.0,108.37,866.99,3359.58
TXN-10585,VND-39,1244.68,5.0,20.0,62.23,248.94,933.51
TXN-10586,VND-32,438.75,7.5,20.0,32.91,87.75,318.09
TXN-10587,VND-24,1814.2,5.0,10.0,90.71,181.42,1542.07
TXN-10588,VND-23,3750.88,7.5,20.0,281.32,750.18,2719.38
TXN-10589,VND-32,2775.92,7.5,15.0,208.19,416.39,2151.34
TXN-10590,VND-37,4093.13,5.0,15.0,204.66,613.97,3274.5
TXN-10591,VND-12,4799.98,7.5,15.0,360.0,720.0,3719.98
TXN-10592,VND-49,3973.68,7.5,20.0,298.03,794.74,2880.91
TXN-10593,VND-13,3038.83,5.0,15.0,151.94,455.82,2431.07
TXN-10594,VND-23,2492.04,2.5,10.0,62.3,249.2,2180.54
TXN-10595,VND-25,248.34,2.5,20.0,6.21,49.67,192.46
TXN-10596,VND-35,4922.39,7.5,20.0,369.18,984.48,3568.73
TXN-10597,VND-41,1948.23,7.5,20.0,146.12,389.65,1412.46
TXN-10598,VND-30,803.53,2.5,10.0,20.09,80.35,703.09
TXN-10599,VND-17,3350.21,7.5,20.0,251.27,670.04,2428.9
TXN-10600,VND-49,1457.23,2.5,20.0,36.43,291.45,1129.35
TXN-10601,VND-20,2949.6,5.0,15.0,147.48,442.44,2359.68
TXN-10602,VND-48,2954.5,7.5,15.0,221.59,443.18,2289.73
TXN-10603,VND-25,2256.36,5.0,20.0,112.82,451.27,1692.27
TXN-10604,VND-22,4188.79,2.5,10.0,104.72,418.88,3665.19
TXN-10605,VND-13,1361.59,2.5,15.0,34.04,204.24,1123.31
TXN-10606,VND-19,2270.73,5.0,20.0,113.54,454.15,1703.04
TXN-10607,VND-49,2711.58,7.5,15.0,203.37,406.74,2101.47
TXN-10608,VND-36,3334.94,5.0,15.0,166.75,500.24,2667.95
TXN-10609,VND-12,3930.66,5.0,10.0,196.53,393.07,3341.06
TXN-10610,VND-41,2004.3,7.5,20.0,150.32,400.86,1453.12
TXN-10611,VND-19,3247.93,2.5,15.0,81.2,487.19,2679.54
TXN-10612,VND-12,795.52,5.0,20.0,39.78,159.1,596.64
TXN-10613,VND-09,4666.61,5.0,10.0,233.33,466.66,3966.62
TXN-10614,VND-07,1946.14,2.5,10.0,48.65,194.61,1702.88
TXN-10615,VND-28,3661.13,5.0,15.0,183.06,549.17,2928.9
TXN-10616,VND-14,150.69,2.5,10.0,3.77,15.07,131.85
TXN-10617,VND-31,1065.68,7.5,15.0,79.93,159.85,825.9
TXN-10618,VND-19,2461.06,2.5,20.0,61.53,492.21,1907.32
TXN-10619,VND-47,4397.35,2.5,15.0,109.93,659.6,3627.82
TXN-10620,VND-16,2659.91,5.0,15.0,133.0,398.99,2127.92
TXN-10621,VND-05,4652.86,2.5,10.0,116.32,465.29,4071.25
TXN-10622,VND-35,2444.79,2.5,20.0,61.12,488.96,1894.71
TXN-10623,VND-12,2477.72,5.0,20.0,123.89,495.54,1858.29
TXN-10624,VND-25,642.75,2.5,15.0,16.07,96.41,530.27
TXN-10625,VND-21,4023.15,5.0,20.0,201.16,804.63,3017.36
TXN-10626,VND-36,1272.48,7.5,20.0,95.44,254.5,922.54
TXN-10627,VND-23,4503.08,2.5,15.0,112.58,675.46,3715.04
TXN-10628,VND-16,4558.58,7.5,15.0,341.89,683.79,3532.9
TXN-10629,VND-39,4719.39,2.5,20.0,117.98,943.88,3657.53
TXN-10630,VND-45,2625.14,2.5,15.0,65.63,393.77,2165.74
TXN-10631,VND-42,3401.61,7.5,10.0,255.12,340.16,2806.33
TXN-10632,VND-39,3903.65,7.5,20.0,292.77,780.73,2830.15
TXN-10633,VND-14,698.52,5.0,15.0,34.93,104.78,558.81
TXN-10634,VND-31,3024.74,5.0,20.0,151.24,604.95,2268.55
TXN-10635,VND-05,219.77,7.5,20.0,16.48,43.95,159.34
TXN-10636,VND-35,2512.95,2.5,10.0,62.82,251.3,2198.83
TXN-10637,VND-23,816.47,5.0,10.0,40.82,81.65,694.0
TXN-10638,VND-29,955.47,2.5,20.0,23.89,191.09,740.49
TXN-10639,VND-43,1856.99,5.0,10.0,92.85,185.7,1578.44
TXN-10640,VND-11,2190.56,5.0,15.0,109.53,328.58,1752.45
TXN-10641,VND-18,3134.7,5.0,20.0,156.74,626.94,2351.02
TXN-10642,VND-47,418.42,7.5,10.0,31.38,41.84,345.2
TXN-10643,VND-12,2543.27,2.5,20.0,63.58,508.65,1971.04
TXN-10644,VND-09,953.99,7.5,20.0,71.55,190.8,691.64
TXN-10645,VND-10,2891.18,5.0,15.0,144.56,433.68,2312.94
TXN-10646,VND-44,3205.15,7.5,15.0,240.39,480.77,2483.99
TXN-10647,VND-17,2805.71,7.5,15.0,210.43,420.86,2174.42
TXN-10648,VND-38,3704.56,7.5,10.0,277.84,370.46,3056.26
TXN-10649,VND-07,1711.27,2.5,10.0,42.78,171.13,1497.36
TXN-10650,VND-46,3837.28,7.5,10.0,287.8,383.73,3165.75
TXN-10651,VND-13,2192.2,7.5,15.0,164.42,328.83,1698.95
TXN-10652,VND-40,2446.71,7.5,20.0,183.5,489.34,1773.87
TXN-10653,VND-42,3258.11,7.5,15.0,244.36,488.72,2525.03
TXN-10654,VND-09,140.87,7.5,10.0,10.57,14.09,116.21
TXN-10655,VND-50,3287.27,7.5,10.0,246.55,328.73,2711.99
TXN-10656,VND-27,3112.0,7.5,10.0,233.4,311.2,2567.4
TXN-10657,VND-02,1583.74,5.0,15.0,79.19,237.56,1266.99
TXN-10658,VND-05,474.68,7.5,10.0,35.6,47.47,391.61
TXN-10659,VND-29,500.13,7.5,15.0,37.51,75.02,387.6
TXN-10660,VND-37,4619.96,2.5,20.0,115.5,923.99,3580.47
TXN-10661,VND-38,3461.93,5.0,15.0,173.1,519.29,2769.54
TXN-10662,VND-19,679.16,7.5,10.0,50.94,67.92,560.3
TXN-10663,VND-08,1815.78,2.5,20.0,45.39,363.16,1407.23
TXN-10664,VND-48,2982.79,7.5,10.0,223.71,298.28,2460.8
TXN-10665,VND-45,4186.08,7.5,20.0,313.96,837.22,3034.9
TXN-10666,VND-01,266.12,7.5,10.0,19.96,26.61,219.55
TXN-10667,VND-22,1221.33,7.5,15.0,91.6,183.2,946.53
TXN-10668,VND-17,4454.26,7.5,10.0,334.07,445.43,3674.76
TXN-10669,VND-07,95.37,2.5,15.0,2.38,14.31,78.68
TXN-10670,VND-25,1046.93,7.5,15.0,78.52,157.04,811.37
TXN-10671,VND-45,4797.17,2.5,20.0,119.93,959.43,3717.81
TXN-10672,VND-04,3086.34,7.5,15.0,231.48,462.95,2391.91
TXN-10673,VND-36,1345.27,2.5,15.0,33.63,201.79,1109.85
TXN-10674,VND-06,381.61,5.0,15.0,19.08,57.24,305.29
TXN-10675,VND-31,189.55,7.5,20.0,14.22,37.91,137.42
TXN-10676,VND-19,1261.49,5.0,10.0,63.07,126.15,1072.27
TXN-10677,VND-44,4413.35,5.0,10.0,220.67,441.34,3751.34
TXN-10678,VND-39,2108.77,5.0,15.0,105.44,316.32,1687.01
TXN-10679,VND-27,3615.65,7.5,15.0,271.17,542.35,2802.13
TXN-10680,VND-10,4595.51,5.0,10.0,229.78,459.55,3906.18
TXN-10681,VND-26,2069.8,2.5,15.0,51.74,310.47,1707.59
TXN-10682,VND-19,996.82,7.5,10.0,74.76,99.68,822.38
TXN-10683,VND-39,2609.73,5.0,20.0,130.49,521.95,1957.29
TXN-10684,VND-03,4545.01,7.5,15.0,340.88,681.75,3522.38
TXN-10685,VND-45,4031.65,5.0,15.0,201.58,604.75,3225.32
TXN-10686,VND-13,375.86,2.5,10.0,9.4,37.59,328.87
TXN-10687,VND-50,3478.24,7.5,10.0,260.87,347.82,2869.55
TXN-10688,VND-28,2880.89,7.5,20.0,216.07,576.18,2088.64
TXN-10689,VND-20,4541.94,5.0,15.0,227.1,681.29,3633.55
TXN-10690,VND-28,656.28,2.5,10.0,16.41,65.63,574.24
TXN-10691,VND-08,2693.48,7.5,20.0,202.01,538.7,1952.77
TXN-10692,VND-41,4403.34,5.0,10.0,220.17,440.33,3742.84
TXN-10693,VND-39,2079.62,2.5,10.0,51.99,207.96,1819.67
TXN-10694,VND-01,2435.87,2.5,20.0,60.9,487.17,1887.8
TXN-10695,VND-03,398.78,2.5,20.0,9.97,79.76,309.05
TXN-10696,VND-13,1426.81,2.5,20.0,35.67,285.36,1105.78
TXN-10697,VND-28,1656.31,7.5,20.0,124.22,331.26,1200.83
TXN-10698,VND-49,4728.36,7.5,20.0,354.63,945.67,3428.06
TXN-10699,VND-25,1449.2,2.5,20.0,36.23,289.84,1123.13
TXN-10700,VND-33,2331.3,5.0,15.0,116.56,349.7,1865.04
TXN-10701,VND-38,3372.96,5.0,20.0,168.65,674.59,2529.72
TXN-10702,VND-06,852.81,2.5,15.0,21.32,127.92,703.57
TXN-10703,VND-44,2457.89,2.5,10.0,61.45,245.79,2150.65
TXN-10704,VND-45,3705.77,5.0,10.0,185.29,370.58,3149.9
TXN-10705,VND-32,4340.93,2.5,20.0,108.52,868.19,3364.22
TXN-10706,VND-45,3149.98,2.5,10.0,78.75,315.0,2756.23
TXN-10707,VND-47,3361.81,7.5,20.0,252.14,672.36,2437.31
TXN-10708,VND-21,675.1,7.5,20.0,50.63,135.02,489.45
TXN-10709,VND-16,4731.59,2.5,15.0,118.29,709.74,3903.56
TXN-10710,VND-21,706.24,2.5,10.0,17.66,70.62,617.96
TXN-10711,VND-11,3884.63,7.5,20.0,291.35,776.93,2816.35
TXN-10712,VND-37,1360.84,2.5,10.0,34.02,136.08,1190.74
TXN-10713,VND-36,4671.29,7.5,15.0,350.35,700.69,3620.25
TXN-10714,VND-35,3613.8,7.5,10.0,271.04,361.38,2981.38
TXN-10715,VND-19,3781.38,5.0,15.0,189.07,567.21,3025.1
TXN-10716,VND-20,1134.34,7.5,15.0,85.08,170.15,879.11
TXN-10717,VND-18,2243.05,5.0,15.0,112.15,336.46,1794.44
TXN-10718,VND-47,3108.18,5.0,20.0,155.41,621.64,2331.13
TXN-10719,VND-41,3861.37,7.5,20.0,289.6,772.27,2799.5
TXN-10720,VND-49,564.6,2.5,10.0,14.12,56.46,494.02
TXN-10721,VND-14,4813.71,7.5,20.0,361.03,962.74,3489.94
TXN-10722,VND-15,4456.59,5.0,20.0,222.83,891.32,3342.44
TXN-10723,VND-31,1388.23,7.5,10.0,104.12,138.82,1145.29
TXN-10724,VND-01,4122.66,7.5,15.0,309.2,618.4,3195.06
TXN-10725,VND-03,2615.7,5.0,15.0,130.78,392.36,2092.56
TXN-10726,VND-16,2335.94,7.5,10.0,175.2,233.59,1927.15
TXN-10727,VND-23,1606.45,7.5,20.0,120.48,321.29,1164.68
TXN-10728,VND-11,2925.79,5.0,10.0,146.29,292.58,2486.92
TXN-10729,VND-12,3662.95,2.5,10.0,91.57,366.3,3205.08
TXN-10730,VND-10,2084.12,5.0,20.0,104.21,416.82,1563.09
TXN-10731,VND-32,3164.64,5.0,10.0,158.23,316.46,2689.95
TXN-10732,VND-16,3511.6,7.5,20.0,263.37,702.32,2545.91
TXN-10733,VND-08,3570.05,5.0,20.0,178.5,714.01,2677.54
TXN-10734,VND-38,307.23,7.5,10.0,23.04,30.72,253.47
TXN-10735,VND-12,4305.75,7.5,15.0,322.93,645.86,3336.96
TXN-10736,VND-24,2318.35,7.5,20.0,173.88,463.67,1680.8
TXN-10737,VND-28,1348.96,5.0,15.0,67.45,202.34,1079.17
TXN-10738,VND-08,1246.73,5.0,20.0,62.34,249.35,935.04
TXN-10739,VND-28,2440.92,7.5,15.0,183.07,366.14,1891.71
TXN-10740,VND-36,4439.82,2.5,10.0,111.0,443.98,3884.84
